player_id	total_recharge	total_withdraw	net_loss	loss_percent	recharge_tier
64511291	4500.00	0.00	4500.00	100.0	3500+
65008356	4500.00	0.00	4500.00	100.0	3500+
17371447	4500.00	0.00	4500.00	100.0	3500+
22603451	4500.00	0.00	4500.00	100.0	3500+
26565632	4500.00	0.00	4500.00	100.0	3500+
28648298	4500.00	0.00	4500.00	100.0	3500+
30123887	4500.00	0.00	4500.00	100.0	3500+
96059927	4500.00	0.00	4500.00	100.0	3500+
97865569	4500.00	151.00	4349.00	96.6	3500+
35134145	4500.00	0.00	4500.00	100.0	3500+
43468930	4500.00	0.00	4500.00	100.0	3500+
89228668	4489.00	0.00	4489.00	100.0	3500+
15758888	4453.00	0.00	4453.00	100.0	3500+
